"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TMEM167B",0.107415828240181,0.129885398360049,0.334,0.306,1
"AL157786.1",0.107499758469101,0.518575823562062,0.048,0.035,1
"ARL16",0.107564461029796,-0.132654840848241,0.315,0.347,1
"RACGAP1",0.107566045047031,-0.469879905117874,0.021,0.033,1
"PGAP3",0.107575859679827,-0.261306703880933,0.144,0.168,1
"MIGA1",0.107634034278613,0.249417174719339,0.237,0.213,1
"RNF139-AS1",0.107707071061946,-0.490285976190322,0.03,0.043,1
"EBP",0.107738622942246,-0.223171163186671,0.305,0.341,1
"Z94721.1",0.107837516937349,0.270906246465074,0.085,0.067,1
"HLA-DQA2",0.107838014939907,0.314580490710384,0.061,0.045,1
"ERI1",0.107905608995169,-0.247678409917564,0.075,0.096,1
"SAMD1",0.107948153833878,-0.112952278923693,0.255,0.292,1
"C3orf67",0.107970777415107,0.934376830644521,0.02,0.012,1
"SLC2A13",0.10801282314101,-0.283156231180073,0.103,0.126,1
"CUX1",0.108042009900878,-0.168035283834322,0.425,0.46,1
"NPIPB11",0.108047947289184,0.417960174457102,0.078,0.061,1
"NLRC5",0.108076025522495,-0.136339101886942,0.611,0.632,1
"XPO4",0.108145652491969,0.0993513869613014,0.537,0.505,1
"ZDHHC1",0.108150452476457,-1.70671353206981,0.007,0.015,1
"PRRC2A",0.108161115196164,0.10853336777569,0.585,0.576,1
"AC025034.1",0.108227269330716,0.55934726755608,0.037,0.025,1
"HTATSF1",0.108277304530225,-0.129560540846268,0.423,0.455,1
"PUS10",0.108306926453431,-0.286939955764897,0.058,0.076,1
"CARMIL3",0.108350218708492,-0.80704975884939,0.011,0.021,1
"RRP12",0.108359580274553,0.0792390556326049,0.488,0.463,1
"AC020663.3",0.108428298170138,-0.915905288318973,0.007,0.015,1
"E4F1",0.108511842428784,-0.218587325274819,0.166,0.195,1
"NUDT9",0.108565696067684,-0.271433845143187,0.113,0.137,1
"AC026471.1",0.108719693562337,-0.336914091922917,0.017,0.028,1
"THOC3",0.108753580327021,-0.208850136498569,0.341,0.376,1
"EZH2",0.108847037087278,-0.261532845638567,0.254,0.276,1
"CHAD",0.108914637217966,-0.906856224008,0.056,0.073,1
"EMD",0.108920135770984,0.0841833763385373,0.814,0.821,1
"MEI1",0.108929201484046,-0.188604520720034,0.315,0.352,1
"PGGHG",0.108945088679343,-0.142464424272941,0.412,0.437,1
"AL591368.1",0.108949871517278,0.83572459154523,0.023,0.014,1
"AL034550.2",0.109015888699966,0.973001467697229,0.013,0.007,1
"SEC31A",0.109038225480462,-0.123575604474647,0.587,0.613,1
"SV2A",0.109056129304847,-0.530031967194766,0.011,0.021,1
"POLR1C",0.109089982976608,0.206087027842387,0.25,0.222,1
"FAM126A",0.109100490366474,-0.272683126407531,0.171,0.196,1
"DNAJB4",0.109170705285062,-0.21330378207919,0.076,0.097,1
"CKS1B",0.109384591268513,-0.35018046595767,0.103,0.125,1
"MS4A7",0.109413512518629,-1.02122546773308,0.047,0.062,1
"EDEM1",0.109437567645423,0.121234174791431,0.372,0.339,1
"C3orf14",0.109536472236668,-0.434164170520526,0.034,0.048,1
"IFT22",0.109549410406272,-0.345136797974498,0.054,0.071,1
"IPO9-AS1",0.109723481566544,-0.622490090375535,0.023,0.034,1
"UGDH-AS1",0.109813103684257,-0.656866447055018,0.011,0.021,1
"FBXO28",0.109820422041688,0.185926239994099,0.317,0.292,1
"MAMSTR",0.109911159431557,0.710119118994237,0.034,0.023,1
"CSNK1G3",0.109969082796015,0.103466712752319,0.484,0.454,1
"GSTO1",0.110051939845332,-0.160147276657647,0.377,0.409,1
"ARCN1",0.110109250819122,0.174544301353121,0.371,0.347,1
"TSR1",0.110151483000979,0.293689107176029,0.228,0.209,1
"AL162497.1",0.110157131832978,0.900956419450918,0.013,0.007,1
"RTCB",0.110363835581513,0.18980466882519,0.437,0.416,1
"NAP1L5",0.110412316996334,-0.128122766744537,0.083,0.106,1
"AC007032.1",0.110419674633049,0.551455169739785,0.063,0.048,1
"DBNDD1",0.110471952612522,0.361777373494413,0.031,0.021,1
"AMN",0.110560374240614,0.267962425248099,0.086,0.068,1
"IKZF3",0.110601624171911,0.0217126012447807,0.743,0.689,1
"ACOT8",0.110609492628729,-0.223115062122321,0.207,0.239,1
"ARPP19",0.110617486097887,0.100729279990499,0.544,0.516,1
"MTRNR2L12",0.110688628834128,0.0310540428407959,1,1,1
"AC008378.1",0.11070213508751,0.804140811616192,0.02,0.012,1
"FAM53B",0.110721532005552,-0.171778217277107,0.322,0.354,1
"NRSN2",0.110745767196705,-0.707146658322404,0.013,0.022,1
"AC017083.2",0.110758893255348,-0.286316011437821,0.051,0.068,1
"GLO1",0.110782635539177,-0.135824903859712,0.372,0.41,1
"AP003392.5",0.110841148267029,-0.792148204170179,0.007,0.015,1
"AC093567.1",0.110928940865529,-0.702913754836609,0.013,0.022,1
"HECTD1",0.110938771383145,0.10207353087289,0.659,0.638,1
"ZNF622",0.110967213549699,-0.180426474087912,0.361,0.394,1
"RNASEH2B-AS1",0.110980945475946,0.747037462453751,0.023,0.014,1
"KDSR",0.11108038609423,0.0891017627736661,0.293,0.265,1
"AC058791.1",0.111193956516504,0.259569440991426,0.165,0.141,1
"DKK3",0.111243618900013,-0.578737981847061,0.011,0.021,1
"AC104596.1",0.111285475810931,0.543032312467826,0.049,0.036,1
"COPG2",0.111285859046409,-0.35238566054519,0.083,0.103,1
"Z83844.2",0.111465149391911,-0.66693568586045,0.007,0.015,1
"DARS",0.111550415065117,0.130508145850083,0.583,0.574,1
"SCO2",0.111555393987585,-0.285853954339478,0.172,0.199,1
"MUTYH",0.111592206840969,-0.157741358975327,0.203,0.234,1
"HARS",0.111614004642366,-0.153907708829161,0.354,0.382,1
"PCED1B",0.111626230408785,-0.162492842303372,0.498,0.532,1
"NELFE",0.111674963372009,0.111216217161516,0.457,0.438,1
"CASP8",0.111752378117605,-0.0935310502168802,0.707,0.716,1
"AC025917.1",0.111792849977035,-0.713321729568056,0.02,0.031,1
"PACS2",0.111869041132012,-0.207912615885092,0.25,0.278,1
"AL137789.1",0.111882167265144,0.547589406166635,0.049,0.036,1
"MXD1",0.11189356944422,-0.181566774134698,0.188,0.218,1
"REX1BD",0.111986517303076,-0.0715852600362212,0.824,0.855,1
"EIPR1",0.112074724197812,-0.157926603042955,0.23,0.265,1
"ZNF623",0.112164223209091,-0.350280493935298,0.061,0.079,1
"DNAH10",0.112213865497726,0.645027463146541,0.023,0.014,1
"LMNB2",0.112214397530766,-0.214768185984053,0.124,0.15,1
"AL049869.3",0.112369507728066,-0.393246639319488,0.055,0.072,1
"CENPN",0.112389836634984,-0.231526370245725,0.082,0.103,1
"SMG7",0.112426203137825,-0.139352266002553,0.343,0.383,1
"LINC00115",0.112509003709388,0.404485497415908,0.056,0.042,1
"LINC02416",0.11259199935787,0.446159500109513,0.025,0.016,1
"ZGPAT",0.112611068202534,-0.169111164591287,0.368,0.405,1
"AKR1B1",0.112612674194092,-0.145606034438927,0.451,0.488,1
"DIDO1",0.112803701647159,-0.139727276431773,0.375,0.412,1
"ANKRD44",0.112828200543181,0.0962757473123683,0.931,0.919,1
"CENPX",0.112828411645834,-0.148788819622759,0.367,0.404,1
"PARD3B",0.112893642940288,-0.212876905556793,0.007,0.015,1
"TMEM268",0.112947094898626,0.152840736883986,0.199,0.173,1
"WDR48",0.112997621132085,0.194155914091319,0.457,0.44,1
"DLGAP4-AS1",0.113134722252332,0.39552653605073,0.052,0.039,1
"QPCT",0.113142225908809,-0.554128843278217,0.023,0.034,1
"METTL23",0.113183499317484,-0.0746406224580938,0.427,0.478,1
"GRAMD1C",0.113313042366457,0.0379894408858426,0.155,0.129,1
"ABCF1",0.113379064721441,-0.109609650857955,0.441,0.474,1
"CTDNEP1",0.113471881274158,-0.0760906571558161,0.858,0.863,1
"SCOC-AS1",0.113477758689307,-0.655432572397303,0.014,0.024,1
"RRAS",0.113518721620483,-0.328629170529497,0.166,0.193,1
"GPR155",0.113531583565091,-0.139142351606226,0.142,0.169,1
"CHCHD3",0.113649063539114,-0.0816093140706077,0.465,0.502,1
"HSD11B1L",0.113788689555308,-0.616534496319582,0.018,0.029,1
"QARS",0.113930266816534,-0.131160463816604,0.456,0.496,1
"PER3",0.113953986603778,0.445377347244019,0.086,0.069,1
"PI4K2B",0.114190677045924,-0.146470158883956,0.203,0.234,1
"WDR86",0.114377708015939,0.221812641384445,0.199,0.173,1
"AC073529.1",0.114454887692024,-0.565062701837026,0.013,0.022,1
"SLC11A1",0.114465377841418,-0.978078056366954,0.037,0.051,1
"USP1",0.114474082485817,-0.110060774335998,0.409,0.447,1
"RHPN1",0.114571055199423,0.259697278059463,0.12,0.098,1
"RPL37A",0.114613956703488,0.0272157818205301,1,0.999,1
"DPP8",0.114641825070033,-0.215269221728033,0.291,0.322,1
"ZNF799",0.11469788103907,0.605971242951114,0.03,0.02,1
"CNIH1",0.114721700672654,-0.14992412292208,0.535,0.559,1
"GLYR1",0.114743813131655,-0.118884805486956,0.305,0.344,1
"SERAC1",0.114747197377802,-0.482830849536245,0.017,0.027,1
"PIGX",0.114851107411411,-0.226392674763167,0.219,0.248,1
"TGFBR1",0.114852441067954,-0.183882053947193,0.206,0.235,1
"ASB1",0.114893286522038,-0.155015698064157,0.166,0.198,1
"PSPC1",0.11499124800549,-0.114946999644781,0.477,0.503,1
"RPRD1B",0.115000810957867,-0.250495288744589,0.231,0.261,1
"IFNAR2",0.115059927764914,-0.102824418309112,0.467,0.502,1
"FGF18",0.115178702628064,1.53633974401156,0.011,0.006,1
"CGAS",0.11526944852243,-0.07508618719246,0.15,0.181,1
"C6orf62",0.115287819436975,-0.21763218060426,0.316,0.344,1
"LRRC6",0.115310772777679,-1.24767435764719,0.006,0.013,1
"NFE2L2",0.115313817822208,0.0985384191804387,0.584,0.55,1
"TLR7",0.115412962204358,0.403735524284975,0.063,0.048,1
"ZNF426",0.115423856639738,0.357694605168873,0.157,0.135,1
"MOB4",0.115436463900129,-0.143836825519495,0.525,0.547,1
"TSEN34",0.115488990723799,-0.256642920344913,0.15,0.176,1
"SP3",0.115552188940739,-0.100364645101085,0.645,0.676,1
"SKP2",0.11567845258559,-0.203536665364274,0.092,0.113,1
"WDR35",0.115703414217551,-0.265993646110821,0.113,0.137,1
"DOHH",0.115716381147158,-0.230168793996113,0.117,0.141,1
"AL391650.1",0.115814198705376,1.18844935295658,0.011,0.006,1
"USP16",0.115904361905498,0.121726628913124,0.659,0.642,1
"KLHL35",0.11594630422079,-1.02344389609109,0.006,0.013,1
"AL121917.1",0.116137499529692,-0.956587704709876,0.006,0.013,1
"GSK3B",0.116163934062271,-0.133690185477937,0.532,0.563,1
"COX17",0.116176104635814,-0.0664329458533146,0.533,0.595,1
"CD8B2",0.116201286326936,-0.969887416655024,0.006,0.013,1
"AL731563.2",0.116201286326936,-0.956761650280103,0.006,0.013,1
"ZFP91",0.116232428997081,-0.114140707580778,0.413,0.451,1
"RNF14",0.116246665843524,-0.137264822163952,0.157,0.185,1
"AC006207.1",0.116303531124614,-0.446520310515258,0.016,0.026,1
"WASF1",0.116343920385948,0.324823204464258,0.047,0.034,1
"ELP1",0.116410954584896,-0.115171850222157,0.161,0.189,1
"DOK1",0.116428407149589,-0.21384434453844,0.114,0.138,1
"NRL",0.116506885549339,0.501708185688518,0.078,0.062,1
"PDLIM7",0.116601878379726,-0.259686621557054,0.089,0.11,1
"NRAV",0.116712572218854,-0.822655288188202,0.006,0.013,1
"AL450992.3",0.116772944315963,-0.589912416348003,0.056,0.073,1
"CR1L",0.116848406042791,1.07805777645297,0.016,0.009,1
"LINC00598",0.116876771956527,0.726822727670015,0.027,0.017,1
"MSS51",0.116935862376675,-0.660722727474334,0.008,0.017,1
"ZFAND2A",0.117027571280379,-0.137323858665222,0.377,0.419,1
"ATPAF2",0.117102463314237,-0.1971030296124,0.133,0.158,1
"FBXW7",0.11711259323548,-0.111433071239215,0.676,0.685,1
"WDYHV1",0.117123797798847,-0.295375322972504,0.083,0.103,1
"SCPEP1",0.117164412921809,0.0699798719455789,0.326,0.293,1
"BRWD3",0.117233730124169,0.208824540117377,0.264,0.237,1
"FNBP1L",0.117266554226248,0.448659481550072,0.038,0.027,1
"CCDC154",0.117350935655771,0.775626970973986,0.024,0.015,1
"PIWIL4",0.117354162390753,-0.79706665894314,0.006,0.013,1
"MRPS36",0.117427449212545,-0.124898074101174,0.496,0.526,1
"ELOVL4",0.117445499247125,-0.401753797422335,0.031,0.045,1
"ECD",0.117449288279289,0.116449693278429,0.491,0.468,1
"SUPT7L",0.117514110768658,-0.0838640206137895,0.36,0.404,1
"CDK13",0.117527297325595,0.0929600368135728,0.743,0.725,1
"SGSM1",0.11754705739789,-0.261575679266059,0.021,0.033,1
"AL512662.2",0.117547178346178,-0.589034308912455,0.006,0.013,1
"TBC1D10C",0.117564819642865,-0.107553918163422,0.92,0.904,1
"ETV3",0.117757403228606,0.137129991561024,0.285,0.254,1
"IL1R1",0.117869425172249,-0.925382194311278,0.006,0.013,1
"RSKR",0.117869425172249,-0.781711282477403,0.006,0.013,1
"GIGYF1",0.117890586034067,0.215202678433504,0.261,0.237,1
"KTN1",0.117894089458519,0.0769361008989969,0.764,0.758,1
"ZUP1",0.117902571426729,-0.239275399641257,0.11,0.134,1
"MARS2",0.117908198087926,0.473362935207452,0.061,0.046,1
"AC020978.7",0.117933957635853,-0.784691339907633,0.006,0.013,1
"CHODL",0.118112934301432,-0.243266553063403,0.037,0.052,1
"NCR3LG1",0.118232219337036,-0.787442096788091,0.01,0.018,1
"PAPOLG",0.118298465569756,0.221121816380161,0.172,0.148,1
"ZNF608",0.118311262435655,0.188246810651791,0.048,0.035,1
"PIK3CD-AS2",0.118358171597584,-0.379340902944966,0.014,0.024,1
"MPRIP",0.118383103880352,0.0923184794940539,0.588,0.556,1
"CAPN14",0.118464796969086,1.2082958830056,0.011,0.006,1
"DUSP18",0.118467317348935,0.244440861154723,0.114,0.094,1
"PAM16",0.118598994871491,-0.136578557421981,0.223,0.258,1
"AC106739.1",0.118629615264684,-0.767258901504896,0.023,0.034,1
"CREB1",0.118681825865901,-0.112825915844219,0.766,0.785,1
"ACAT2",0.118882536569397,-0.196055831778129,0.269,0.302,1
"HIST3H2A",0.118967191329144,-0.141869303794611,0.231,0.262,1
"AL132639.3",0.118978428609678,0.896480607880632,0.016,0.009,1
"SUGCT",0.118996258787217,0.545577164383174,0.031,0.021,1
"IGKV1-17",0.119010137856639,-1.59089319894927,0.027,0.017,1
"RNF43",0.119026022188963,-0.478405260565725,0.023,0.034,1
"LEMD2",0.119191845018996,-0.224709895761103,0.228,0.257,1
"ABHD18",0.119315907943037,-0.180067316821772,0.22,0.249,1
"ILDR1",0.119461199679766,-0.638694807446653,0.01,0.018,1
"ABI2",0.119493158267974,-0.190955658806527,0.127,0.151,1
"SRSF3",0.119495998719799,-0.0699679491516126,0.9,0.888,1
"ZNF570",0.119565194597195,0.330994892833313,0.085,0.068,1
"FOXO1",0.119652191300139,0.0625765808280972,0.673,0.656,1
"PCBP4",0.119685991308591,-0.257151606418345,0.12,0.143,1
"TMEM44-AS1",0.119747550170754,0.300960602909961,0.121,0.101,1
"NUDT14",0.119926477042984,-0.321504426007686,0.104,0.126,1
"TFRC",0.119962350963654,-0.207436451885189,0.362,0.394,1
"USP42",0.120029031327949,-0.103405798699682,0.306,0.344,1
"SPINK2",0.120047389335036,-0.39290849022594,0.027,0.039,1
"HDAC2",0.120066259273589,-0.170051513760576,0.367,0.398,1
"CCDC47",0.120114639457563,-0.140086422063313,0.271,0.303,1
"ZNF92",0.120145180574509,0.106604769919287,0.351,0.32,1
"SCARB2",0.120217924946211,-0.25434928788451,0.155,0.181,1
"BTBD1",0.120233469482272,-0.10499235856863,0.389,0.426,1
"AL451085.1",0.120351201204552,-0.400038246387378,0.038,0.053,1
"COPS3",0.120371075764574,-0.0971614375771919,0.415,0.454,1
"UBA7",0.120373512607705,0.0943739559345884,0.392,0.36,1
"IGLV10-54",0.120419494829066,-0.569821597765098,0.03,0.02,1
"THAP1",0.120480449286247,-0.192975258133398,0.189,0.218,1
"TRIM23",0.120548020989864,-0.296669787410792,0.116,0.137,1
"ZNF263",0.12062885518076,0.211694487323946,0.237,0.213,1
"RPS6KA6",0.120781770516297,0.308225302654386,0.034,0.023,1
"FP671120.4",0.120842486440646,0.0753272650151136,0.402,0.372,1
"DCAKD",0.120870635929511,0.20725953665811,0.151,0.126,1
"NCK1-DT",0.120886222069311,-0.423942794211604,0.039,0.054,1
"CLBA1",0.120911238215312,0.95291213494355,0.018,0.011,1
"AL512603.2",0.120914760115658,0.317703782422532,0.058,0.044,1
"SIAH2-AS1",0.120937088670267,-0.207302655610371,0.082,0.104,1
"AC243960.1",0.120965321522277,-0.171099555551207,0.419,0.446,1
"HIST1H3D",0.121006453931488,-0.139253400910544,0.179,0.209,1
"ENTPD5",0.121133003807069,0.498765858546827,0.056,0.043,1
"ACADM",0.121272885799889,-0.119116130733039,0.291,0.328,1
"FAM53C",0.121405371973024,-0.231524021971148,0.31,0.339,1
"CLMP",0.121570604145451,-0.807428565084433,0.013,0.022,1
"HARBI1",0.121621026624099,0.379434218808344,0.071,0.055,1
"CITED2",0.121633339108476,-0.217927989173185,0.714,0.713,1
"TGFBR2",0.121669691597747,0.0623518628195285,0.705,0.68,1
"POLM",0.121693411193831,0.14601374779039,0.288,0.259,1
"AL137779.2",0.121816699212669,-0.392519771037015,0.071,0.089,1
"NENF",0.121822062774669,0.0831777220000762,0.592,0.561,1
"AC009403.2",0.121829068641359,-0.408678865782576,0.016,0.026,1
"TOP3A",0.121858998120173,-0.208981799753664,0.078,0.099,1
"DZIP3",0.12186473757026,-0.208865576980246,0.175,0.203,1
"AC011825.2",0.122003698013784,-0.616700493789265,0.01,0.018,1
"MRPS14",0.122099038977164,-0.220893635510014,0.182,0.21,1
"GPR82",0.122166824710897,-0.715390580645023,0.011,0.02,1
"ZCWPW1",0.122184944245094,0.232140007144914,0.118,0.099,1
"AC020914.1",0.122188300260763,0.527038687928143,0.042,0.031,1
"IGHV2-5",0.122219458983207,-3.51379336393757,0.032,0.022,1
"CPT2",0.122225992011814,0.322218325057865,0.099,0.08,1
"UBAP2",0.122264813359466,-0.265555601228303,0.173,0.199,1
"SPTY2D1OS",0.122331294490431,-0.554465818136944,0.01,0.018,1
"BUD13",0.122358289455026,-0.205485117962153,0.145,0.171,1
"ZNF84",0.12242039381029,0.223148616664018,0.236,0.211,1
"CCR9",0.122536414874242,-0.639488123166888,0.025,0.038,1
"IFIT3",0.122546892747337,-0.538288652293727,0.086,0.107,1
"TBC1D13",0.122582842550269,-0.289232151262597,0.117,0.14,1
"ZNF410",0.122681199103178,0.137710953115794,0.427,0.398,1
"ZNF768",0.122767795690864,0.370074031120884,0.066,0.051,1
"MIR194-2HG",0.122983957920421,-0.990683561263469,0.004,0.01,1
"ACAD8",0.123020656606756,-0.207884603506174,0.109,0.132,1
"TET1",0.123021412336028,-0.293853016965548,0.039,0.055,1
"CAMSAP2",0.123074797548148,0.571082976938362,0.018,0.011,1
"AC097717.1",0.123131358275409,-1.11764404161851,0.004,0.01,1
"SLC39A14",0.123263779632899,-0.679058816318119,0.011,0.02,1
"LSM8",0.123276390661307,-0.0450302551392977,0.653,0.708,1
"AC034193.1",0.123426572838324,-0.926687770018532,0.004,0.01,1
"IGLV3-19",0.123573545332429,-2.34957467023743,0.018,0.011,1
"OGA",0.123902197639353,-0.0987440534869519,0.719,0.755,1
"EPHA1",0.123921010215772,-0.560485697522803,0.023,0.034,1
"GLB1L3",0.124018659466815,-0.892581349901639,0.004,0.01,1
"PIK3R3",0.124022583304245,-0.680738075227954,0.013,0.022,1
"TBCK",0.124061727691063,-0.138603736963829,0.299,0.33,1
"IGLV3-9",0.124092825868125,-5.69381843987941,0.004,0.01,1
"UXT-AS1",0.124092825868125,-0.812563776839795,0.004,0.01,1
"CDV3",0.124140781462689,-0.0770811337942057,0.856,0.864,1
"LTBP1",0.124167026872225,-0.802100607305867,0.004,0.01,1
"MCAM",0.124167026872225,-1.15363961796959,0.004,0.01,1
"SHTN1",0.124241262488427,-1.07345688102206,0.004,0.01,1
"FAM126B",0.124253510090739,-0.167463226681065,0.23,0.261,1
"SLC50A1",0.124328947162667,-0.202901196542022,0.339,0.37,1
"MTMR2",0.124368795841457,-0.275523841553643,0.12,0.144,1
"CDCA2",0.124389837594386,-0.946307376214877,0.004,0.01,1
"BFAR",0.124467940673639,-0.107660679788169,0.436,0.467,1
"DELE1",0.124560834804271,-0.196697074110941,0.367,0.399,1
"ZNF793",0.124606075376713,-0.54596864701147,0.02,0.031,1
"NUP133",0.124616688605212,0.137832214505454,0.357,0.328,1
"LRRFIP1",0.12462107345419,0.0321682727694252,0.972,0.969,1
"ST7-AS2",0.124687403561147,-0.471427303291017,0.004,0.01,1
"AQP3",0.124731982445391,-0.112749468850357,0.513,0.451,1
"FKBP1C",0.124836394570798,-0.726953520293805,0.004,0.01,1
"AL138930.1",0.124844181179863,-0.572579903445114,0.011,0.02,1
"C2orf68",0.124901025931617,-0.201532813545433,0.128,0.155,1
"ZDHHC20",0.12493093674064,-0.165350242205882,0.474,0.498,1
"DNAJB6",0.124987163213514,-0.147690859727627,0.735,0.759,1
"BBS1",0.125226095361835,-0.304046941032847,0.054,0.071,1
"DNTTIP1",0.125535512785325,-0.192934922957749,0.124,0.15,1
"RPP25L",0.12561770737882,-0.224166666625506,0.116,0.141,1
"LZTS3",0.125625759159636,0.329922708088421,0.093,0.076,1
"RAC3",0.125630397864449,1.30315328288287,0.01,0.005,1
"TSKS",0.125630397864449,1.32230080752631,0.01,0.005,1
"TCEA1",0.125699381059724,0.0326442700555507,0.906,0.872,1
"OTUB2",0.125722018745773,1.24156766725416,0.01,0.005,1
"BRIX1",0.125816630008708,0.164082061019482,0.36,0.327,1
"SLC19A1",0.125824050349073,-0.378608352737599,0.065,0.082,1
"ALCAM",0.125829768296786,0.0949906744726154,0.315,0.285,1
"PIAS3",0.125851703966276,-0.305802954350185,0.104,0.125,1
"STK17B",0.125870790169537,0.0280788418069886,0.969,0.963,1
"KCNQ3",0.125958255993965,-0.412473737485343,0.004,0.01,1
"RPAP3",0.126008699575249,-0.159035158387655,0.224,0.252,1
"PRRC1",0.12602841740079,-0.138699308557043,0.203,0.235,1
"CCDC144NL",0.126089022960354,1.28738603682617,0.01,0.005,1
"CCND2-AS1",0.12610912402703,-0.337664843702164,0.027,0.039,1
"AK6",0.126128299031634,-0.0827786132983648,0.15,0.179,1
"CPEB4",0.126360084126585,-0.412632404293724,0.178,0.201,1
"ZCCHC18",0.126406699586979,0.524081431382854,0.052,0.039,1
"FAM193B",0.126447013169492,-0.178577293523627,0.217,0.25,1
"AL355512.1",0.126472024023228,-0.668466204104204,0.007,0.014,1
"LINC02328",0.126511325860655,-0.123230375014843,0.179,0.211,1
"HAGH",0.126562143837135,-0.142672370458265,0.364,0.402,1
"AF274853.1",0.126564209314173,-0.630309338384022,0.013,0.022,1
"TMEM243",0.12661273928081,0.0526057802192212,0.794,0.774,1
"ITGA7",0.126641093213346,1.06185148173031,0.01,0.005,1
"UPP2",0.126742342297898,0.738691332457951,0.025,0.017,1
"AC011445.2",0.126825534220854,1.06100213944503,0.01,0.005,1
"AL121935.1",0.127005658657801,0.672143086033203,0.025,0.017,1
"VILL",0.127110149699152,0.206241723748638,0.228,0.204,1
"UCK2",0.127197320103406,-0.316598914987071,0.059,0.076,1
"FAM229B",0.127197701774096,0.245266405516074,0.157,0.134,1
"SNX30",0.127247351418768,-0.264466486267632,0.049,0.065,1
"MRPS28",0.127378074598108,-0.0965261401483417,0.19,0.222,1
"MTF2",0.127495925914252,-0.0972655313827704,0.347,0.385,1
"CCDC144A",0.127653812264498,-0.45389664435082,0.037,0.051,1
"SIRT1",0.127803758143483,0.203692796467913,0.303,0.284,1
"ZMAT2",0.127973232112289,-0.10450250572953,0.496,0.524,1
"AL645941.3",0.127976959670518,-0.596524547830415,0.016,0.025,1
"PLA2G4C",0.127999382219382,0.514891719635556,0.028,0.019,1
"AL356805.1",0.128029501675622,0.988352238299773,0.01,0.005,1
"CADM2",0.128197796790025,-0.500359178624564,0.007,0.014,1
"PIGB",0.128231054002642,0.182581897182548,0.262,0.234,1
"AL590714.1",0.128263773386684,-0.521112262077806,0.013,0.022,1
"SHARPIN",0.128527795234016,-0.125723179180843,0.43,0.463,1
"MED30",0.128542115641048,0.0719253469863527,0.547,0.53,1
"TRBV27",0.128572324884582,-0.612938510822805,0.052,0.068,1
"PRPF4B",0.128718724350334,0.0710665689461634,0.752,0.738,1
"OAS1",0.128743287398286,-0.190612309454606,0.176,0.204,1
"IGHV1-18",0.128763329407409,-2.72851700533167,0.039,0.028,1
"BTBD9",0.128800756881655,0.0922446442217118,0.591,0.563,1
"FAM118A",0.128857496030084,0.151871831454957,0.385,0.364,1
"HSPA1B",0.12886617223151,-0.0930454033299246,0.117,0.098,1
"AC009090.6",0.128950038918694,1.03978571599679,0.014,0.008,1
"HIPK1",0.12898676061064,-0.103241101248767,0.487,0.517,1
"GPR171",0.129013294661686,-0.224395814614319,0.113,0.134,1
"TRIB2",0.129189295560699,-0.170295851683612,0.281,0.316,1
"MOK",0.129377643691274,-0.524353880845958,0.017,0.027,1
"SPIRE1",0.129412730648694,-0.44645508743673,0.03,0.042,1
"PLPPR2",0.12942430491515,-0.571342987333781,0.017,0.027,1
"ZFYVE16",0.129474302473644,-0.25871732313799,0.118,0.142,1
"KDM2B",0.129481313525067,0.0859713852876282,0.533,0.502,1
"SLC29A3",0.129689503267852,-0.312549821618334,0.051,0.067,1
"RAB11FIP3",0.129707063559957,-0.197490499688507,0.221,0.252,1
"ATP6V1E1",0.129759384798892,-0.120794128748489,0.331,0.361,1
"ZNF337-AS1",0.129762518796784,0.393553605223311,0.066,0.052,1
"FAM98C",0.129795035821819,-0.129798742767865,0.281,0.316,1
"PYROXD1",0.12984828850343,0.118022149348314,0.353,0.328,1
"NUP93",0.129938201674194,-0.236031516924172,0.192,0.22,1
"STAG3",0.129971267259149,0.103515836032523,0.14,0.118,1
"CXXC1",0.129971881591855,-0.18536061143234,0.319,0.349,1
"SF3B5",0.12997694730796,-0.0730450280178361,0.889,0.886,1
"TBPL1",0.130098469159902,-0.160831220079438,0.347,0.381,1
"AC093249.6",0.130118036747377,0.473833448821886,0.058,0.045,1
"ACY1",0.130290520615586,-0.276549950503543,0.087,0.108,1
"HMGCL",0.130383519806206,-0.211754052360026,0.089,0.111,1
"ASMTL",0.130436345340835,-0.127782580230085,0.348,0.391,1
"LINC01358",0.130478815186856,-0.453803256770439,0.018,0.029,1
"PNKD",0.130488964766211,-0.117453935908758,0.502,0.532,1
"AP000845.1",0.130538265337893,0.715400152528762,0.03,0.02,1
"ARL1",0.130671139160283,-0.230769909714066,0.182,0.208,1
"NARS",0.130697632824521,-0.108243460099059,0.305,0.343,1
"RORA",0.130701602397404,-0.104927058897631,0.793,0.687,1
"FAM41C",0.1307088579955,0.577747203879403,0.039,0.028,1
"ATP6V1F",0.13077612522589,-0.100469326091556,0.766,0.79,1
"APOBEC3F",0.130780107334967,-0.235053824967519,0.09,0.112,1
"CHRM3",0.130836528668073,0.495889291826294,0.058,0.044,1
"WTAP",0.131141898050234,0.079124571264571,0.89,0.89,1
"TTC39C",0.131220041803157,-0.0649863688937466,0.709,0.639,1
"JRK",0.131233835039496,-0.515416874528768,0.031,0.044,1
"HCFC1",0.131300777384824,-0.182461731987946,0.31,0.341,1
"GPATCH11",0.131318010635626,0.232594303557551,0.181,0.157,1
"CDK4",0.131448485375456,-0.176749535885265,0.245,0.279,1
