"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARPC5",2.47499801305857e-13,-0.631931301769986,0.684,0.753,9.05874022759567e-09
"OSTC",2.98812663917557e-13,-0.728132559837603,0.47,0.591,1.09368423120465e-08
"ARPC5L",3.25141445049801e-13,-0.548819833861124,0.611,0.72,1.19005020302678e-08
"WDR1",3.26139680009838e-13,-0.48538549922462,0.735,0.78,1.19370384280401e-08
"MRPL10",5.18378660155366e-13,-0.794327753494961,0.316,0.455,1.89731773403466e-08
"CIITA",5.34212591439709e-13,0.387907459767692,0.482,0.304,1.95527150592848e-08
"IFNGR2",5.77962187167946e-13,0.259990046051538,0.64,0.455,2.1153994012534e-08
"TNFRSF13B",6.19973981646133e-13,0.156122380801803,0.551,0.343,2.26916677022301e-08
"COX6B1",6.21800372323638e-13,-0.285981092207806,0.944,0.955,2.27585154274175e-08
"BCL2",6.54663698357105e-13,0.373802058582576,0.845,0.746,2.39613460235684e-08
"ANXA2",7.40217187421911e-13,-0.62006391856411,0.698,0.774,2.70926892768293e-08
"SIPA1L3",7.61370016056139e-13,0.444427448032752,0.581,0.436,2.78669039576708e-08
"ARHGDIB",7.91357896158456e-13,-0.26068866948175,0.999,0.998,2.89644903572956e-08
"LARGE2",8.50185564249845e-13,0.746522937311914,0.272,0.15,3.11176418371086e-08
"SYPL1",9.42171565129164e-13,0.3897308615693,0.738,0.611,3.44844214552925e-08
"CRTAM",1.03892326578434e-12,-1.79545140160484,0.045,0.145,3.80256304509727e-08
"EEF1D",1.16858257293064e-12,0.135095897547965,1,1,4.27712907518344e-08
"RPL4",1.22094652613075e-12,0.138236360201312,1,1,4.46878638029117e-08
"PRR5",1.25750981506107e-12,-0.767662981230575,0.248,0.395,4.60261167410502e-08
"TSBP1-AS1",1.47282302617536e-12,0.871709357092391,0.197,0.096,5.39067955810444e-08
"PPP2R2B",1.84302990404904e-12,-1.34631345947882,0.086,0.199,6.74567375180988e-08
"HLA-A",2.01856151067701e-12,-0.12938839845729,1,1,7.38813698522893e-08
"PDE4B",2.10194461527862e-12,0.307808779892319,0.822,0.72,7.69332748638128e-08
"CD38",2.19388832578604e-12,-2.89928301541242,0.032,0.123,8.02985066120949e-08
"LY9",2.19851693502482e-12,0.39286451909858,0.777,0.7,8.04679183388435e-08
"HLA-C",2.34004387777864e-12,-0.154038222079888,1,1,8.5647945970576e-08
"CD300A",2.56202187666453e-12,-1.21977662703453,0.144,0.268,9.37725627077986e-08
"COL19A1",2.60638271342492e-12,0.57651104076269,0.285,0.164,9.53962136940657e-08
"DDX24",2.61963107006491e-12,0.269656577119592,0.959,0.922,9.58811167954457e-08
"CALM1",2.67348810090403e-12,-0.203878126578406,1,0.999,9.78523379811883e-08
"MAP3K1",3.27240302072013e-12,0.357797669497558,0.795,0.684,1.19773222961377e-07
"DUSP1",3.2844775703695e-12,0.206713854744735,1,0.983,1.20215163553094e-07
"TRG-AS1",3.82541759700485e-12,-1.01763083055894,0.203,0.332,1.40014109467975e-07
"BACH1",4.70134894383058e-12,0.365993620065161,0.666,0.522,1.72074072693143e-07
"RPS21",5.16400449856342e-12,0.138138754266952,1,1,1.8900772865192e-07
"ASCL2",5.64919164066822e-12,-2.57466649230597,0.021,0.103,2.06766063240097e-07
"ABRACL",6.08627899135393e-12,-0.588154858532326,0.549,0.645,2.22763897362545e-07
"DDOST",6.45081618116527e-12,-0.434458900632766,0.749,0.83,2.3610632304683e-07
"PCBP3",6.4878792541666e-12,0.990037275567472,0.216,0.115,2.37462868581752e-07
"ELOB",6.77704539596826e-12,-0.27368301068103,0.915,0.945,2.48046638537834e-07
"LINC01871",7.08415892430644e-12,-1.40423543012396,0.066,0.171,2.5928730078854e-07
"NR4A1",7.29797765467022e-12,0.56378820293589,0.58,0.45,2.67113280138585e-07
"TAP1",7.44028277115276e-12,-0.465976377531265,0.609,0.727,2.72321789706962e-07
"TGFBR3",7.53392785539521e-12,-0.894175006577481,0.268,0.394,2.7574929343532e-07
"ATP5MC3",7.81181328362286e-12,-0.368284654447044,0.846,0.9,2.8592017799388e-07
"PSMA7",8.4411957151003e-12,-0.318959884892042,0.87,0.912,3.08956204368386e-07
"GMFG",8.61976999961619e-12,-0.318255701377084,0.963,0.952,3.15492201755952e-07
"SGCD",9.22105436061437e-12,-3.33180540475756,0.007,0.077,3.37499810652847e-07
"CCL4L2",9.45087589097744e-12,-5.6355135553007,0.001,0.065,3.45911508485665e-07
"S100A4",1.14069012952761e-11,-0.46501284535651,0.972,0.915,4.17503994308399e-07
"PTPRE",1.21978015097459e-11,-1.10782300542477,0.168,0.295,4.46451733058211e-07
"COX6C",1.28028618787654e-11,-0.2726796650368,0.955,0.974,4.68597547624692e-07
"MKNK2",1.36527738764669e-11,0.223024924169232,0.944,0.878,4.99705176652564e-07
"SRGN",1.39127894295519e-11,-0.422526966233426,0.948,0.902,5.09222005911027e-07
"SEL1L3",1.46801447430841e-11,0.150856445301038,0.79,0.609,5.37307977741623e-07
"PLEK",1.62804906603062e-11,-0.740523021115132,0.519,0.594,5.95882238657868e-07
"SAV1",1.63002821384227e-11,0.729921261238882,0.337,0.219,5.96606626548409e-07
"MYO1G",1.64605030022824e-11,-0.458005691981521,0.693,0.772,6.02470870386538e-07
"ZFAS1",1.83499919455722e-11,0.21865463588587,0.983,0.973,6.71628055199886e-07
"F2R",1.96700393572026e-11,-1.68330908353653,0.051,0.145,7.19943110512972e-07
"SSBP4",2.31045695771619e-11,-0.365868309138098,0.77,0.835,8.45650351093704e-07
"TOMM7",2.57136186688899e-11,0.164479071644664,1,0.996,9.41144156900039e-07
"CD160",2.65295978744497e-11,-3.47974888379428,0.006,0.072,9.71009811802733e-07
"RPS26",2.79790456671432e-11,0.198842646201848,1,0.999,1.02406105046311e-06
"RAB29",2.91615216743247e-11,-0.534226209442625,0.371,0.512,1.06734085480196e-06
"ANK3",3.00359947655117e-11,0.479620310996873,0.609,0.492,1.0993474444125e-06
"TSEN54",3.67430364901196e-11,-0.662351859195203,0.329,0.461,1.34483187857487e-06
"ZNF683",3.90613266566721e-11,-2.37097766979516,0.047,0.135,1.42968361696085e-06
"PHF1",4.1051756497116e-11,0.307914791204376,0.876,0.79,1.50253533955094e-06
"POU2AF1",4.38363957806152e-11,0.105191625085074,0.598,0.386,1.6044559219663e-06
"IL2RG",4.7283830662892e-11,-0.272083151067716,0.966,0.976,1.73063548609251e-06
"SEC61B",4.77130826067273e-11,-0.406465982380834,0.906,0.923,1.74634653648882e-06
"PRELID1",5.25782544733792e-11,-0.391018577356245,0.759,0.831,1.92441669198015e-06
"PSMB6",5.38520841374369e-11,-0.390185215747142,0.69,0.781,1.97104013151433e-06
"CYB561A3",5.66137034485671e-11,0.223841912636471,0.649,0.498,2.072118159921e-06
"H3F3B",5.72092224899049e-11,0.169234921825397,1,1,2.09391475235301e-06
"REL",5.82222769989647e-11,0.220530083350614,0.927,0.845,2.13099356043911e-06
"DDX21",5.88416161171429e-11,0.272716047794156,0.915,0.873,2.15366199150355e-06
"RPS27",5.96442468096175e-11,0.139655894750694,1,1,2.18303907747881e-06
"CST3",6.1900058737934e-11,-6.68394991089196,0.014,0.084,2.26560404986712e-06
"UVRAG",6.67576785637354e-11,0.249433123233233,0.803,0.677,2.44339779311128e-06
"PPP2R5C",6.97569001832316e-11,-0.478801480461934,0.808,0.828,2.55317230360646e-06
"RPL36",7.03226856186957e-11,0.115548081158691,1,1,2.57388061632988e-06
"RACK1",7.45600753089628e-11,0.104635465076727,1,0.999,2.72897331638335e-06
"FAM30A",7.58343838371002e-11,0.308753776330538,0.341,0.21,2.77561428282171e-06
"IFITM2",7.60066526860406e-11,-0.508266710405402,0.925,0.905,2.78191949496177e-06
"TNFSF9",8.26977240136991e-11,0.614590919198883,0.358,0.232,3.0268193966254e-06
"CD63",8.42575094998095e-11,-0.609429319899846,0.539,0.629,3.08390910520253e-06
"BTG1",8.69747706501531e-11,0.17127782510891,1,0.996,3.18336358056625e-06
"POLR2L",8.72192435301084e-11,-0.38670350946703,0.724,0.801,3.1923115324455e-06
"CHST12",8.84030210246577e-11,-0.731888879839797,0.244,0.373,3.2356389725235e-06
"INPP5A",9.37058785387845e-11,0.499059402590173,0.399,0.275,3.42972886039805e-06
"ATP5IF1",9.44646612808596e-11,-0.337480008504365,0.825,0.869,3.45750106754074e-06
"KDM6B",9.64181809209603e-11,0.334166731821237,0.819,0.684,3.52900183988807e-06
"APOL6",9.70757290497622e-11,-0.748444069700625,0.279,0.407,3.55306875895035e-06
"IL6",9.9776239180406e-11,1.15310246791717,0.138,0.063,3.65191013024204e-06
"MT1E",1.05704895967646e-10,-2.17417162768537,0.028,0.107,3.86890489731182e-06
"NCR1",1.20675949274405e-10,-3.40710113459382,0.006,0.068,4.4168604193925e-06
"PALM2-AKAP2",1.20677278637559e-10,0.426872306111811,0.523,0.378,4.4169090754133e-06
"GRK3",1.22698393814044e-10,0.515279052151067,0.32,0.196,4.49088391198784e-06
"GNAI2",1.2394999980876e-10,-0.254077264369179,0.975,0.989,4.53669394300044e-06
"AC120193.1",1.42840996385947e-10,0.67434022293728,0.281,0.169,5.22812330872206e-06
"TWF2",1.44774443190267e-10,-0.562992537514507,0.496,0.601,5.29888939520695e-06
"YES1",1.45426954316648e-10,-0.985152156185073,0.137,0.251,5.32277195494362e-06
"PRDM2",1.49462238622889e-10,0.149968247349497,0.897,0.781,5.47046739583636e-06
"ATP5MG",1.58413833458725e-10,-0.194340319749776,0.996,0.997,5.79810471842279e-06
"GUK1",1.62578843156807e-10,-0.264098279670684,0.934,0.956,5.95054823838228e-06
"LYAR",1.64654160201637e-10,-0.667878663061439,0.439,0.54,6.02650691754011e-06
"ITGA4",1.68208694770459e-10,-0.399010844990788,0.786,0.83,6.15660643729356e-06
"CYBA",1.71606659444805e-10,-0.230457642325396,1,0.999,6.28097534233931e-06
"REEP5",1.78770628023187e-10,-0.475071501448999,0.568,0.663,6.54318375627668e-06
"MGAT5",1.86490056043858e-10,0.471564458280344,0.559,0.43,6.82572254126126e-06
"PSMB9",1.98623815269097e-10,-0.278857018435338,0.904,0.917,7.26983026266423e-06
"PARP14",2.06198181252281e-10,0.31365580652892,0.628,0.485,7.54705963201472e-06
"EIF1B",2.09534668855774e-10,0.296881058325223,0.859,0.797,7.66917841479018e-06
"NCAM1",2.14454493190027e-10,-4.90188439640345,0.001,0.058,7.84924890524818e-06
"BIRC3",2.20378687752195e-10,0.374199106573399,0.704,0.582,8.06608035041809e-06
"PLD4",2.23758853126773e-10,0.239685306600641,0.372,0.231,8.18979778329303e-06
"ID2",2.26320591246052e-10,-0.678714728089543,0.522,0.602,8.28355996019675e-06
"GLRX",2.43930573185421e-10,-0.691766185673317,0.291,0.419,8.92810290915961e-06
"CHCHD10",2.47997058772383e-10,0.197687877164985,0.884,0.787,9.076940348128e-06
"TIGIT",2.50087835950519e-10,-1.21403670741016,0.12,0.226,9.15346488362495e-06
"SUB1",2.62678005235962e-10,-0.476989886216011,0.968,0.978,9.61427766964146e-06
"SF1",2.62837037002432e-10,0.172234436445107,0.992,0.989,9.62009839132602e-06
"A2M",2.80372613751515e-10,-1.43609674751172,0.054,0.142,1.02619180359192e-05
"CALM2",3.11808229117539e-10,-0.232631320756201,0.948,0.955,1.14124929939311e-05
"CEP78",3.1590199262292e-10,-1.06700885508261,0.148,0.257,1.15623288319915e-05
"ODC1",3.26708506622219e-10,0.20475065719054,0.953,0.901,1.19578580508799e-05
"RPL26",3.35347804429388e-10,0.100192833274285,1,1,1.227406498992e-05
"JAM3",3.36161678465887e-10,0.80755361520591,0.281,0.175,1.23038535935299e-05
"UBE2E2",3.37472142310415e-10,0.39116450919371,0.447,0.305,1.23518178807035e-05
"BRK1",3.39621444561204e-10,-0.388102063846248,0.763,0.816,1.24304844923846e-05
"AP2S1",3.44954735268733e-10,-0.532901013383781,0.52,0.615,1.26256882655709e-05
"ZFP36L1",3.52055877498608e-10,0.256306866431757,0.972,0.92,1.28855971723266e-05
"VAMP8",3.57664086214874e-10,-0.37622225608434,0.715,0.779,1.30908632195506e-05
"HNRNPA0",3.73617075378875e-10,0.200437153149666,0.987,0.971,1.36747585759422e-05
"MALAT1",3.94825600051661e-10,0.182307560234451,1,1,1.44510117874909e-05
"SLC2A3",4.12562709059949e-10,0.211808126503456,0.969,0.917,1.51002077143032e-05
"PRDM4",4.32277917458508e-10,0.502078866734376,0.446,0.316,1.58218040568988e-05
"MANBA",4.37988755475335e-10,0.35121986760792,0.602,0.466,1.60308264391527e-05
"SH2D2A",4.53101223718207e-10,-0.833587979436792,0.291,0.395,1.65839578893101e-05
"SLC25A20",4.67192417398627e-10,-1.4108195179473,0.049,0.136,1.70997096692072e-05
"GNG2",4.70476577280501e-10,-0.295719163289849,0.821,0.879,1.72199132050436e-05
"FOSB",5.00929710827647e-10,0.251437336739581,0.935,0.893,1.83345283460027e-05
"VAMP5",5.07147355286727e-10,-0.599021895335933,0.368,0.493,1.85621003508495e-05
"ARL4A",5.11749939665036e-10,0.316457743406186,0.752,0.668,1.873055954168e-05
"ATP5MPL",5.18117028874172e-10,-0.333397787198377,0.735,0.801,1.89636013738236e-05
"WDR83OS",5.74791225765303e-10,-0.364969318135971,0.77,0.829,2.10379336542359e-05
"CIRBP",5.84754299290307e-10,0.168430227049676,1,0.999,2.14025921083245e-05
"FCRL2",5.90645474996504e-10,0.320759782789326,0.33,0.203,2.16182150303471e-05
"PDGFD",5.99721084437828e-10,-2.54799942787439,0.013,0.076,2.19503914115089e-05
"ABI3",6.12422977829023e-10,-1.16866495174702,0.104,0.205,2.24152934115201e-05
"CEBPD",6.15013499503939e-10,-2.5010853686332,0.048,0.131,2.25101090953437e-05
"PPP1R18",6.2513320546834e-10,-0.509862001839485,0.594,0.683,2.28805004533467e-05
"PYHIN1",7.03970709679874e-10,-0.845429154643521,0.295,0.405,2.57660319449931e-05
"TRIO",7.81435412426007e-10,0.343222607458746,0.487,0.334,2.86013175302043e-05
"PRR5L",8.0541972189168e-10,-1.58367390732959,0.041,0.12,2.94791672409574e-05
"WIPF1",8.07365726907455e-10,-0.288478048318257,0.858,0.907,2.95503929705398e-05
"CAPNS1",8.32724032095257e-10,-0.345891891516599,0.791,0.849,3.04785322987185e-05
"PAWR",9.11221642989926e-10,0.442192958894835,0.331,0.208,3.33516233550743e-05
"SMCHD1",9.34203706261162e-10,0.234209612819197,0.982,0.96,3.41927898528648e-05
"CLEC2B",9.64075002155088e-10,-0.490520215957059,0.652,0.712,3.52861091538784e-05
"RAB11FIP1",9.72572381717364e-10,0.219509085004311,0.711,0.56,3.55971217432372e-05
"KLRC3",9.99630761335904e-10,-3.02416636533325,0.008,0.068,3.65874854956554e-05
"NDUFB2",1.00282383768231e-09,-0.318792591834306,0.798,0.871,3.67043552830103e-05
"NDUFC2",1.1608620495099e-09,-0.413711025073778,0.653,0.74,4.24887118741119e-05
"RCAN3",1.16403839597951e-09,0.256880166114155,0.722,0.568,4.2604969331246e-05
"PCLAF",1.20191307143836e-09,-4.39244137161123,0.004,0.059,4.39912203277156e-05
"TLE5",1.21718387445642e-09,-0.205261473228583,0.999,0.993,4.45501469889795e-05
"NR4A2",1.33984112262234e-09,0.292724971122714,0.962,0.92,4.90395249291002e-05
"C4orf48",1.38360281679502e-09,-0.4838052842524,0.471,0.588,5.06412466975146e-05
"CKLF",1.40007237062328e-09,-0.525581891767952,0.457,0.569,5.12440488371826e-05
"SELENOM",1.40324301089312e-09,0.398322620503779,0.584,0.457,5.13600974416989e-05
"RPL38",1.43310722682269e-09,0.148048853500083,0.999,0.996,5.24531576089373e-05
"IL2RB",1.44843967160939e-09,-1.0876807855111,0.257,0.37,5.30143404205751e-05
"PRKCE",1.46722675203875e-09,0.410650915033949,0.523,0.403,5.37019663513704e-05
"TUFM",1.55172860292028e-09,-0.306276766195333,0.817,0.859,5.67948185954851e-05
"CPNE1",1.55777631631029e-09,-0.499491359923477,0.522,0.623,5.7016170953273e-05
"ZYX",1.66463806650801e-09,-0.497352292406615,0.725,0.768,6.09274178722597e-05
"KIR3DL1",1.68451073357448e-09,-5.32398454253794,0,0.049,6.16547773595596e-05
"ATP5F1C",1.69255406638988e-09,-0.366340450208159,0.709,0.772,6.19491713839359e-05
"PPIA",1.76393652211671e-09,-0.227080318837949,1,0.999,6.45618406459937e-05
"AURKAIP1",1.81206603649197e-09,-0.370226437689754,0.663,0.744,6.63234290016427e-05
"TGIF2",1.85455059732306e-09,0.432857361014266,0.511,0.392,6.78784064126214e-05
"CLMN",1.87092323449321e-09,0.779702276271468,0.199,0.111,6.84776613056861e-05
"AREG",1.87178550567064e-09,0.285730087224796,0.461,0.333,6.85092212930511e-05
"ADAP1",1.87915362862434e-09,-1.09794396030174,0.094,0.191,6.87789019612793e-05
"CISD3",2.04248682642834e-09,-0.703155221482295,0.244,0.362,7.47570603341038e-05
"GNA12",2.10516489024774e-09,0.500706613410362,0.412,0.292,7.70511401479577e-05
"MYC",2.1112341015763e-09,0.334458963248411,0.638,0.499,7.72732793517941e-05
"UQCR11",2.11396684503262e-09,-0.230214965508794,0.944,0.961,7.73733004950389e-05
"RNF213",2.15651640721917e-09,-0.312198584888834,0.781,0.838,7.89306570206289e-05
"PLCG2",2.23625725249232e-09,0.144108876891629,0.626,0.432,8.18492516984714e-05
"NFKBIA",2.24805067934188e-09,0.196073188860598,0.996,0.984,8.22809029145922e-05
"AGTRAP",2.40653346366959e-09,-0.721133691196182,0.224,0.342,8.80815313037707e-05
"SUN2",2.43613481280315e-09,-0.302255442528767,0.924,0.909,8.91649702834081e-05
"RIPOR1",2.71462460753844e-09,0.543865816917627,0.399,0.279,9.93579752605145e-05
"NAPSA",2.90373115165648e-09,0.219846740326894,0.432,0.28,0.000106279463881779
"METRNL",2.93314717967946e-09,-0.722795009672823,0.251,0.364,0.000107356119923448
"LCK",2.94847708666702e-09,-0.622227269315989,0.77,0.684,0.0001079172098491
"JUN",3.05583532391067e-09,0.19356673574769,1,0.99,0.000111846628690455
"MT2A",3.1700767853609e-09,-0.768290719537565,0.446,0.543,0.000116027980420994
"ACTN4",3.23986075739858e-09,-0.497451861200878,0.522,0.635,0.000118582143581545
"CTBP2",3.25246804672531e-09,-3.19695540578197,0.008,0.064,0.000119043582978193
"KCNH8",3.26971730756799e-09,1.00350067031983,0.121,0.055,0.000119674923174296
"C11orf21",3.27855486505885e-09,-0.945290637307677,0.14,0.245,0.000119998386616019
"ZBTB38",3.31115114101054e-09,-0.534593588612171,0.355,0.481,0.000121191442912127
"CD3E",3.520863128557e-09,-0.372682865503328,0.982,0.717,0.000128867111368315
"COPDA1",3.5918624049712e-09,0.648054315208776,0.166,0.086,0.000131465755884351
"IDH2",3.91808867641771e-09,-0.586763186344194,0.519,0.59,0.000143405963645565
"PIM2",4.03774013128937e-09,0.300446583480361,0.819,0.741,0.000147785326545322
"NDUFB10",4.09983429587316e-09,-0.351958872960713,0.698,0.778,0.000150058035063254
"PSMB10",4.12396137895922e-09,-0.334122367882854,0.714,0.78,0.000150941110431286
"CALM3",4.30768507525772e-09,-0.424219043021842,0.74,0.798,0.000157665581439508
"RPL23A",4.3132484612948e-09,0.101603393564107,1,1,0.000157869206931851
"ST14",4.46349517133114e-09,0.578789202318379,0.224,0.131,0.000163368386765891
"PSME1",4.46404521843862e-09,-0.20286739213655,0.986,0.986,0.000163388519040072
"RHOF",4.47066006258638e-09,-0.360429187127265,0.64,0.739,0.000163630628950724
"SMARCB1",4.50287860704061e-09,0.162096811455709,0.793,0.659,0.000164809859896293
"VEGFB",4.73596809902811e-09,0.259600817570283,0.755,0.66,0.000173341168392528
"UBL5",4.73621310007894e-09,-0.245342749262355,0.907,0.917,0.000173350135675989
"AP002075.1",4.85429649332736e-09,0.475330524470201,0.261,0.156,0.000177672105952275
"BRAF",4.90418818133098e-09,0.299441438283408,0.766,0.678,0.000179498191624895
"NR1H2",5.1226162976974e-09,0.271674756152369,0.819,0.748,0.000187492879112023
"LINC02084",5.24356567150605e-09,-1.77588124080693,0.028,0.097,0.000191919747142793
"PIP4P1",5.2535397897192e-09,0.383975900234259,0.616,0.51,0.000192284809843513
"MXRA7",5.28160809999041e-09,-0.940931317539543,0.148,0.251,0.000193312138067749
"ANXA5",5.49336927956793e-09,-0.49589995849128,0.574,0.664,0.000201062809001466
"TMED9",5.50414799791051e-09,-0.474329068521536,0.571,0.658,0.000201457320871523
"PIP5K1B",6.29914689710539e-09,0.470977738784556,0.299,0.189,0.000230555075580954
"DOK2",6.49236215863233e-09,-0.597826310288516,0.46,0.54,0.000237626947368102
"ITM2C",6.6728572384227e-09,-0.352462406649439,0.53,0.395,0.000244233247783509
"LINC00494",6.73819722277923e-09,0.904579436551425,0.134,0.065,0.000246624756550942
"RELB",7.00489658317897e-09,0.217936157836394,0.889,0.801,0.000256386219840934
"C7orf50",7.05807083986828e-09,0.334581211697224,0.626,0.519,0.000258332450810019
"NEDD8",7.11008903518768e-09,-0.312219146935772,0.773,0.823,0.000260236368776904
"STMN1",7.13200087613163e-09,-1.70975488274554,0.12,0.218,0.000261038364067294
"YWHAQ",7.5804686276217e-09,-0.28715438878383,0.812,0.868,0.000277452732239582
"TRAK1",7.73981310030652e-09,0.29322387887103,0.571,0.436,0.000283284899284319
"KIR3DL2",7.8359866016644e-09,-2.78920705519615,0.011,0.067,0.000286804945607519
"SEC11A",8.43210476416501e-09,-0.412717151124333,0.621,0.709,0.000308623466473203
"GZMK",9.48838415056248e-09,-0.962262311084624,0.227,0.332,0.000347284348294737
"NPM1",1.00207075117619e-08,0.129680295247508,1,0.997,0.000366767915637998
"FCGR2B",1.00503032512455e-08,0.237418293892266,0.436,0.293,0.000367851149298835
"TGFB1",1.00580990835805e-08,-0.228021176135041,0.989,0.982,0.000368136484558131
"CYBB",1.09867283095464e-08,0.15075616688932,0.43,0.284,0.000402125242857709
"DECR1",1.17959706952865e-08,-0.518259675175805,0.504,0.597,0.000431744323418181
"RPS27L",1.22477401207838e-08,-0.447835805005907,0.568,0.655,0.000448279536160806
"ATP5MD",1.26152281353542e-08,-0.299403453378173,0.773,0.823,0.000461729964982098
"ASL",1.29148474880059e-08,-0.814959755788349,0.141,0.241,0.000472696332908504
"RPS4X",1.30033240704859e-08,0.101436885542475,1,1,0.000475934664303854
"TNFRSF1A",1.30944626968887e-08,-1.36607849019766,0.059,0.137,0.000479270429168824
"RPS20",1.35542391581873e-08,0.1577547268295,0.999,0.992,0.000496098707428815
"TTC16",1.41960091696508e-08,-1.85260428019943,0.032,0.099,0.000519588131618388
"NOTCH2",1.43008144998199e-08,0.329817292609504,0.52,0.39,0.00052342411150791
