"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD5.5",6.25039877957255e-42,-3.66890832486569,0.101,0.615,2.28770845731135e-37,"6","CD5"
"LYN.6",7.78117024195345e-42,1.09383708341381,0.97,0.592,2.84798612025738e-37,"6","LYN"
"STAT4.6",1.28649800477704e-41,-3.0684985648997,0.126,0.646,4.70871134728446e-37,"6","STAT4"
"DPYD.4",1.50028348981385e-41,-2.99037643735368,0.095,0.635,5.49118760106767e-37,"6","DPYD"
"EHD3.4",1.80665683971616e-41,2.48453511502808,0.432,0.111,6.61254469904512e-37,"6","EHD3"
"MIS18BP1.4",2.31566176359226e-41,1.41310266265819,0.874,0.551,8.47555362092402e-37,"6","MIS18BP1"
"SEL1L3.6",2.62985152553862e-41,1.3609318314742,0.91,0.633,9.6255195686239e-37,"6","SEL1L3"
"FLT3LG.5",3.80826898448861e-41,-2.55861339484672,0.251,0.706,1.39386453101268e-36,"6","FLT3LG"
"TPT1.5",1.03434613937177e-40,-0.589041542446529,1,1,3.78581030471461e-36,"6","TPT1"
"FCER2.6",1.05187412333921e-40,2.07344775689547,0.578,0.2,3.84996447883385e-36,"6","FCER2"
"SNX3.5",1.25597761079531e-40,1.08051128819151,0.97,0.883,4.59700365327191e-36,"6","SNX3"
"ITK.5",1.61113782969651e-40,-4.29728938737498,0.055,0.57,5.8969255704722e-36,"6","ITK"
"TC2N.4",2.64039676597058e-40,-4.102505717875,0.04,0.564,9.66411620312893e-36,"6","TC2N"
"GZMM.6",2.74353154984791e-40,-4.29213813787275,0.05,0.574,1.00415998255983e-35,"6","GZMM"
"ZBTB32.5",3.95042076257755e-40,2.2612085137434,0.482,0.142,1.44589350331101e-35,"6","ZBTB32"
"NCOA3.4",9.8416476884355e-40,1.21135123820051,0.95,0.667,3.60214147044428e-35,"6","NCOA3"
"PTGER4.5",1.54745281690717e-39,-2.12318131049712,0.286,0.75,5.66383205516195e-35,"6","PTGER4"
"SSPN.6",1.89319168698256e-39,2.3400372296612,0.452,0.126,6.92927089352486e-35,"6","SSPN"
"GIMAP7.3",2.10661721221636e-39,-4.15849527371079,0.04,0.563,7.71042965843311e-35,"6","GIMAP7"
"SCN3A.3",2.48270028921095e-39,3.38987156665362,0.191,0.021,9.08693132854099e-35,"6","SCN3A"
"CYBA.5",2.70719510564827e-39,0.600921701050608,1,0.999,9.90860480618323e-35,"6","CYBA"
"C12orf57.5",3.91337319342221e-39,-1.21364600381023,0.749,0.95,1.43233372252446e-34,"6","C12orf57"
"INPP4B.6",8.27566239637743e-39,-4.36691209928687,0.04,0.552,3.0289751936981e-34,"6","INPP4B"
"COL18A1.3",8.75455556636074e-39,2.32293852723155,0.457,0.131,3.2042548828437e-34,"6","COL18A1"
"SELPLG.5",9.94080964040645e-39,-3.41390605921629,0.095,0.598,3.63843573648517e-34,"6","SELPLG"
"ATP2B1.4",1.49585418006994e-38,1.08354407604164,0.985,0.839,5.47497588447398e-34,"6","ATP2B1"
"UVRAG.6",1.71423316047434e-38,1.24356205919167,0.92,0.691,6.27426479065212e-34,"6","UVRAG"
"SORL1.4",2.27389438405213e-38,-3.38127044610253,0.095,0.593,8.32268083506919e-34,"6","SORL1"
"TIAM2.3",3.53399498734927e-38,2.54760020444569,0.437,0.128,1.29347750531971e-33,"6","TIAM2"
"DDAH2.5",4.07971095837514e-38,1.77841722974005,0.683,0.327,1.49321500787488e-33,"6","DDAH2"
"HTR3A.3",4.1081917632705e-38,4.34048838626094,0.146,0.012,1.50363926727464e-33,"6","HTR3A"
"CAPZB.3",5.22208388300726e-38,0.904565075708779,0.99,0.939,1.91133492201949e-33,"6","CAPZB"
"CDK14.6",6.06177263033669e-38,1.53060205076406,0.809,0.402,2.21866940042953e-33,"6","CDK14"
"TOR3A.4",6.75269785712935e-38,1.36469296442252,0.834,0.468,2.47155494268791e-33,"6","TOR3A"
"DOK3.4",1.34889806756828e-37,2.08127081620467,0.467,0.138,4.93710181710667e-33,"6","DOK3"
"CCDC50.5",1.76761001169839e-37,1.55281107788232,0.789,0.419,6.46962940381726e-33,"6","CCDC50"
"NT5C.5",2.06465164093979e-37,1.37781219927773,0.849,0.569,7.55683147100371e-33,"6","NT5C"
"GADD45B.5",2.27455877708959e-37,-1.5862966384906,0.518,0.874,8.32511258002559e-33,"6","GADD45B"
"MT-CO1.6",3.01538571807106e-37,0.491864242315527,1,1,1.10366132667119e-32,"6","MT-CO1"
"RPL10.4",3.71045432470397e-37,-0.378631461779638,1,1,1.3580633873849e-32,"6","RPL10"
"DUS2.5",6.56315949897949e-37,2.01351273991577,0.563,0.211,2.40218200822148e-32,"6","DUS2"
"IFNGR2.6",1.0143854305756e-36,1.38385158562066,0.839,0.475,3.71275211444974e-32,"6","IFNGR2"
"MGLL.4",1.61199515491784e-36,2.89967832174201,0.281,0.053,5.90006346651477e-32,"6","MGLL"
"H1FX.4",1.65336024948026e-36,-1.40326487098732,0.402,0.86,6.05146384912269e-32,"6","H1FX"
"BTK.6",1.8060363023567e-36,1.76339439693214,0.618,0.253,6.61027347025577e-32,"6","BTK"
"RPS12.5",5.74707343117167e-36,-0.43577688282303,1,0.999,2.10348634654314e-31,"6","RPS12"
"ID2.6",7.3879420063071e-36,-3.22934911739038,0.156,0.614,2.70406065372846e-31,"6","ID2"
"PLEK.6",8.31012419512164e-36,1.22733989038989,0.884,0.554,3.04158855665647e-31,"6","PLEK"
"VOPP1.4",1.11996513499645e-35,1.05757514334154,0.95,0.819,4.09918439060051e-31,"6","VOPP1"
"ARPC2.5",1.16979507065711e-35,0.693181135964105,0.995,0.993,4.28156693811209e-31,"6","ARPC2"
"AAK1.5",1.54942284864383e-35,-3.30216468957466,0.101,0.57,5.67104256832127e-31,"6","AAK1"
"LIMD2.3",1.59821240242297e-35,0.855284609299647,1,0.995,5.8496172141083e-31,"6","LIMD2"
"CLECL1.5",1.68780625520155e-35,1.6657690657913,0.633,0.261,6.1775396746632e-31,"6","CLECL1"
"EVI2B.4",2.82253458360834e-35,1.08512456888061,0.97,0.841,1.03307588294649e-30,"6","EVI2B"
"RASGRP2.4",3.38105044703967e-35,0.979036397616341,0.95,0.877,1.23749827412099e-30,"6","RASGRP2"
"RPL3.3",4.43167102127127e-35,-0.435394161380508,1,1,1.6220359104955e-30,"6","RPL3"
"SYK.6",4.71125390658529e-35,1.26948526839736,0.834,0.437,1.72436604234928e-30,"6","SYK"
"UCP2.5",5.13422933635168e-35,1.06651652281473,0.98,0.923,1.87917927939808e-30,"6","UCP2"
"PALM2-AKAP2.6",6.55204559241344e-35,1.47122290795056,0.754,0.388,2.39811420727924e-30,"6","PALM2-AKAP2"
"PARM1.4",7.69998796702772e-35,2.21229567821318,0.372,0.092,2.81827259581182e-30,"6","PARM1"
"MTHFD1.5",8.99037844558836e-35,1.9882547680842,0.523,0.186,3.2905684148698e-30,"6","MTHFD1"
"HIPK2.3",9.23946990581818e-35,1.4663494414197,0.804,0.47,3.38173838022851e-30,"6","HIPK2"
"RPS27.4",1.02433017700304e-34,-0.475537358545686,1,1,3.74915088084883e-30,"6","RPS27"
"CD37.6",1.05261142669997e-34,0.701828236793832,1,0.996,3.85266308286456e-30,"6","CD37"
"UTS2B.4",1.2043005958664e-34,3.06533685973905,0.251,0.044,4.40786061093062e-30,"6","UTS2B"
"SYTL3.6",1.56837111259446e-34,-2.36368990186736,0.141,0.633,5.74039510920699e-30,"6","SYTL3"
"JPT1.2",1.80959393542169e-34,1.53510961272081,0.794,0.475,6.62329476303694e-30,"6","JPT1"
"ZNF331.4",2.03447479726439e-34,-1.59251165742706,0.503,0.865,7.44638120546739e-30,"6","ZNF331"
"IGKC.6",3.85382598662724e-34,0.554880583652833,0.744,0.393,1.41053884936544e-29,"6","IGKC"
"RPL35A.4",3.87337532026718e-34,-0.380968782563391,1,0.999,1.41769410097099e-29,"6","RPL35A"
"PIK3R1.5",4.31373819351778e-34,-1.99711659879799,0.407,0.762,1.57887131620944e-29,"6","PIK3R1"
"NOSIP.5",6.11550966546054e-34,-2.01663631350798,0.447,0.772,2.23833769265521e-29,"6","NOSIP"
"FGD2.6",6.61312796141787e-34,1.70453078690276,0.613,0.247,2.42047096515855e-29,"6","FGD2"
"CXCR4.6",7.44941177432393e-34,-1.05575937726084,0.839,0.962,2.7265592035203e-29,"6","CXCR4"
"CST7.5",8.45029327143167e-34,-4.40005684167537,0.05,0.514,3.09289184027671e-29,"6","CST7"
"RPL34.4",1.35475414496147e-33,-0.406102595936234,1,0.999,4.95853564597347e-29,"6","RPL34"
"TENT5C.1",2.17790203664623e-33,-1.32433259380016,0.533,0.877,7.97133924432887e-29,"6","TENT5C"
"TRIO.6",2.41197982190799e-33,1.51187977383419,0.719,0.346,8.82808734616542e-29,"6","TRIO"
"LYAR.6",3.1865732134719e-33,-3.59141817811764,0.095,0.546,1.16631766186285e-28,"6","LYAR"
"IRF5.5",4.09900066040687e-33,1.73598440970677,0.568,0.222,1.50027523171552e-28,"6","IRF5"
"PIK3IP1.6",4.78710398219873e-33,-2.01296413852636,0.291,0.695,1.75212792852456e-28,"6","PIK3IP1"
"NME2.6",6.18089097850368e-33,0.707915186450097,1,0.982,2.26226790704213e-28,"6","NME2"
"AC017104.1.4",6.33414749937006e-33,2.21253764184683,0.367,0.095,2.31836132624444e-28,"6","AC017104.1"
"LIMS2.2",7.7930560439466e-33,2.42060992417479,0.432,0.134,2.8523364426449e-28,"6","LIMS2"
"KCNMA1.4",1.10521804640441e-32,3.38221584943026,0.151,0.016,4.04520857164479e-28,"6","KCNMA1"
"LINC00861.4",1.11802912327777e-32,-3.71981451240215,0.055,0.509,4.09209839410898e-28,"6","LINC00861"
"ZNF296.5",1.35029523742175e-32,2.07863301412535,0.462,0.156,4.94221559848734e-28,"6","ZNF296"
"GPRIN3.5",1.46498506824714e-32,-2.25622449694956,0.126,0.59,5.36199184829137e-28,"6","GPRIN3"
"PNRC1.5",1.47740362307311e-32,-0.63606712016789,1,0.999,5.40744500080987e-28,"6","PNRC1"
"RUBCNL.6",2.55130577303016e-32,1.28564998849306,0.779,0.403,9.33803425986768e-28,"6","RUBCNL"
"COTL1.5",2.68154321614704e-32,0.700796820229558,1,0.96,9.81471632541977e-28,"6","COTL1"
"ENTPD1.4",2.98664062430328e-32,1.92777744923306,0.518,0.192,1.09314033490125e-27,"6","ENTPD1"
"ARHGDIB.3",4.56895576504815e-32,0.62152035827138,1,0.998,1.67228349956527e-27,"6","ARHGDIB"
"TRBC1.5",5.27129655900344e-32,-4.46030132673133,0.04,0.491,1.92934725356085e-27,"6","TRBC1"
"ITM2A.5",7.18934958771584e-32,-3.61405351785046,0.075,0.527,2.63137384259988e-27,"6","ITM2A"
"IGF2BP3.3",8.6207714035466e-32,3.44115416895434,0.151,0.016,3.15528854141209e-27,"6","IGF2BP3"
"MAPK12.1",1.22848739168736e-31,3.29220752465654,0.171,0.021,4.4963867023149e-27,"6","MAPK12"
"IGHA1.6",1.31528638503003e-31,-0.52673755627862,0.724,0.351,4.81407969784841e-27,"6","IGHA1"
"AQP3.5",1.34054695689062e-31,-4.11928100793772,0.05,0.495,4.90653591691534e-27,"6","AQP3"
"TLR10.6",1.61862622535027e-31,1.8561678612995,0.437,0.134,5.92433384740453e-27,"6","TLR10"
"COBLL1.6",1.84835506836785e-31,1.19851588344121,0.774,0.389,6.76516438573316e-27,"6","COBLL1"
"LEF1.5",2.84794097895329e-31,-3.58669531382366,0.075,0.515,1.04237487770669e-26,"6","LEF1"
"UBE2I.5",3.11168194776766e-31,0.871294009617676,0.945,0.856,1.13890670970244e-26,"6","UBE2I"
"AP1S2.2",4.05081381003182e-31,1.35133036528966,0.759,0.483,1.48263836260975e-26,"6","AP1S2"
"CHD3.4",4.89798860103984e-31,-3.09669421074795,0.08,0.525,1.79271280786659e-26,"6","CHD3"
"SPOCK2.4",5.47157211493188e-31,-1.43132679521594,0.548,0.828,2.00265010978622e-26,"6","SPOCK2"
"ZFAND6.5",8.33658846366457e-31,1.09192841515441,0.874,0.617,3.05127474358587e-26,"6","ZFAND6"
"PPP1R9A.3",8.76424547762762e-31,2.78917127464154,0.226,0.04,3.20780148726648e-26,"6","PPP1R9A"
"ITGAX.5",9.49152759040543e-31,1.94417046502485,0.377,0.105,3.47399401336429e-26,"6","ITGAX"
"GIMAP1.5",9.76612861983223e-31,-4.81790403860732,0.02,0.455,3.57450073614479e-26,"6","GIMAP1"
"GUCD1.4",1.4025050021479e-30,1.6111889399134,0.623,0.293,5.13330855836153e-26,"6","GUCD1"
"NDFIP1.5",1.79063816550905e-30,-1.38993686512212,0.538,0.829,6.55391474957966e-26,"6","NDFIP1"
"PRDM2.6",2.25100335957806e-30,0.890663602339872,0.97,0.797,8.23889739639167e-26,"6","PRDM2"
"GIMAP4.4",2.26216543822466e-30,-5.16993226762603,0.025,0.452,8.27975172044607e-26,"6","GIMAP4"
"HVCN1.6",3.01070338629319e-30,1.35796385022877,0.724,0.384,1.10194754641717e-25,"6","HVCN1"
"RABGAP1L.5",3.0348349597782e-30,1.04933182269472,0.965,0.848,1.11077994362842e-25,"6","RABGAP1L"
"PIKFYVE.5",4.50969943624761e-30,1.2049697515528,0.809,0.485,1.65059509066099e-25,"6","PIKFYVE"
"SOCS3.5",4.92975289311477e-30,-2.33969590921709,0.186,0.614,1.80433885640894e-25,"6","SOCS3"
"SYNPO.5",5.59081468598888e-30,2.48008704769572,0.296,0.069,2.04629408321879e-25,"6","SYNPO"
"GAPDH.2",5.86299061436734e-30,0.908671219717577,0.995,1,2.14591319476459e-25,"6","GAPDH"
"ACTB.4",5.99240324840275e-30,0.650030770493287,1,1,2.19327951294789e-25,"6","ACTB"
"ARID3A.4",6.19874292003952e-30,1.73159073773002,0.533,0.203,2.26880189616367e-25,"6","ARID3A"
"AL355312.4",7.90856144946609e-30,5.19858881597289,0.075,0.003,2.89461257611908e-25,"6","AL355312.4"
"PRKCQ.5",9.21689824995772e-30,-3.79800628088581,0.02,0.451,3.37347692846703e-25,"6","PRKCQ"
"PRKCQ-AS1.5",1.13282492970268e-29,-3.9743158050328,0.04,0.467,4.14625252520477e-25,"6","PRKCQ-AS1"
"LARGE1.5",1.22871351102352e-29,1.9891307279128,0.457,0.159,4.49721432169718e-25,"6","LARGE1"
"ADK.3",1.2432647517273e-29,1.3416819949517,0.91,0.741,4.55047331779709e-25,"6","ADK"
"SHMT2.4",1.37900926982544e-29,1.19669698427428,0.779,0.494,5.04731182848809e-25,"6","SHMT2"
"RAC2.2",1.53284692217015e-29,0.715474745219096,1,0.994,5.61037301983496e-25,"6","RAC2"
"S100A10.5",1.58878883708528e-29,0.872234557902363,0.995,0.943,5.81512602261583e-25,"6","S100A10"
"STAP1.6",3.0896416272467e-29,1.94105546239568,0.503,0.189,1.13083973198856e-24,"6","STAP1"
"PDE4D.2",3.21011553971548e-29,1.81269135415668,0.829,0.634,1.17493438869126e-24,"6","PDE4D"
"GZMA.4",3.30349203352261e-29,-4.88123736981826,0.035,0.455,1.20911111918961e-24,"6","GZMA"
"SP140.5",3.33031099015649e-29,1.08758851972624,0.889,0.731,1.21892712550718e-24,"6","SP140"
"JUP.4",3.35097502101815e-29,2.41881676391148,0.387,0.119,1.22649036744285e-24,"6","JUP"
"DNAJC10.4",3.38949338528135e-29,1.28901575370888,0.704,0.363,1.24058847394683e-24,"6","DNAJC10"
"IFITM2.5",4.05361447569678e-29,-1.2235971109664,0.744,0.922,1.48366343424978e-24,"6","IFITM2"
"PGLS.4",4.51010770908829e-29,1.01172834475579,0.894,0.721,1.6507445226034e-24,"6","PGLS"
"B2M.6",5.19243949117511e-29,-0.324201781709403,1,1,1.900484778165e-24,"6","B2M"
"CORO1A.4",7.26892603992653e-29,0.783430763539882,1,0.995,2.66049961987351e-24,"6","CORO1A"
"CD22.6",8.90142141150005e-29,1.29026706742798,0.714,0.345,3.25800925082313e-24,"6","CD22"
"JUN.4",9.20624009605281e-29,-0.903134342022065,0.96,0.995,3.36957593755629e-24,"6","JUN"
"TSC22D3.3",1.05101145658078e-28,-0.753568978756265,0.995,0.993,3.84680703223131e-24,"6","TSC22D3"
"MTMR14.3",1.11190582948081e-28,1.21077846263579,0.789,0.518,4.06968652648273e-24,"6","MTMR14"
"EEF1D.5",1.37901207255747e-28,-0.428174639257848,1,1,5.0473220867676e-24,"6","EEF1D"
"PYCARD.3",1.50114111243406e-28,1.34317655520495,0.754,0.511,5.4943265856199e-24,"6","PYCARD"
"ABI1.4",1.59556732581544e-28,1.0011714569255,0.884,0.698,5.8399359692171e-24,"6","ABI1"
"RASGRP3.4",1.77111042228406e-28,1.66895370057599,0.528,0.207,6.48244125660188e-24,"6","RASGRP3"
"KLF3.6",2.12223195148945e-28,-1.58932631600882,0.377,0.745,7.76758116564653e-24,"6","KLF3"
"SND1.1",2.13928569191987e-28,1.10928449085414,0.884,0.691,7.82999956099591e-24,"6","SND1"
"CYBB.6",2.27651069973226e-28,1.61608297392423,0.633,0.296,8.33225681209006e-24,"6","CYBB"
"CEND1",2.39484735424212e-28,4.55493481728514,0.075,0.003,8.76538080126159e-24,"6","CEND1"
"ZFP36.4",2.4550306910952e-28,-0.897033271295432,0.965,0.996,8.98565783247755e-24,"6","ZFP36"
"CD8A.4",2.96236917180502e-28,-4.81331554036835,0.03,0.439,1.08425674057236e-23,"6","CD8A"
"EBF1.6",3.1971760564425e-28,1.13628730073635,0.804,0.438,1.17019840841852e-23,"6","EBF1"
"TNFRSF13C.6",3.36991008191803e-28,1.06311781875893,0.864,0.474,1.23342078908282e-23,"6","TNFRSF13C"
"PFDN5.3",4.64848954838234e-28,-0.471441687294141,1,0.999,1.70139365960342e-23,"6","PFDN5"
"EIF1.3",4.9475336749516e-28,-0.438723603804966,1,1,1.81084680036903e-23,"6","EIF1"
"RBMS1.4",6.61208512473352e-28,-1.60746317803112,0.332,0.703,2.42008927650372e-23,"6","RBMS1"
"NKG7.5",7.05341547352357e-28,-5.09005708555136,0.075,0.473,2.58162059746436e-23,"6","NKG7"
"TMSB10.4",9.18301463588848e-28,0.468361013093405,1,0.999,3.36107518688154e-23,"6","TMSB10"
"FCRL1.6",9.74501435122735e-28,1.30416489593229,0.698,0.359,3.56677270269272e-23,"6","FCRL1"
"MARCH3.5",1.06394038398124e-27,1.77208329620555,0.598,0.282,3.89412819940975e-23,"6","MARCH3"
"SIGLEC6.4",1.08464834902014e-27,2.31404881682137,0.302,0.075,3.9699214222486e-23,"6","SIGLEC6"
"AP1S3.6",1.13401930002125e-27,1.69500379066914,0.553,0.231,4.15062404000779e-23,"6","AP1S3"
"MTPN.5",1.20599296370243e-27,0.964141473425471,0.925,0.802,4.41405484644726e-23,"6","MTPN"
"AUTS2.4",1.53108538863382e-27,-3.09000925267631,0.085,0.494,5.60392563093864e-23,"6","AUTS2"
"THEMIS.5",1.57392668168532e-27,-4.65763678906276,0.025,0.426,5.76072904763643e-23,"6","THEMIS"
"TESC.6",1.69882480265021e-27,1.9627447036074,0.533,0.232,6.21786866018005e-23,"6","TESC"
"SNHG6.5",2.16746793994021e-27,-0.838544740207329,0.854,0.958,7.93314940697516e-23,"6","SNHG6"
"TFEB.5",2.18215962928934e-27,1.38243445772563,0.643,0.312,7.98692245916191e-23,"6","TFEB"
"CD70.5",2.19383316192587e-27,1.92183453985626,0.513,0.21,8.02964875596489e-23,"6","CD70"
"RHOQ.5",2.47456015658802e-27,1.53215963947949,0.653,0.33,9.0571376291278e-23,"6","RHOQ"
"DGKZ.6",2.49192382816297e-27,-1.80959264248248,0.256,0.658,9.12069040345929e-23,"6","DGKZ"
"ATXN1.5",2.66637067665497e-27,-1.72246063769893,0.211,0.641,9.75918331362487e-23,"6","ATXN1"
"NCF4.6",2.67428991469137e-27,1.1450941837057,0.779,0.447,9.78816851676188e-23,"6","NCF4"
"HERPUD1.6",2.71605818081635e-27,1.00115648232735,0.955,0.855,9.94104454760592e-23,"6","HERPUD1"
"GNG3.5",2.82293523296186e-27,3.21230472276836,0.151,0.02,1.03322252461637e-22,"6","GNG3"
"CD8B.5",4.28629030065926e-27,-5.12874756072374,0.025,0.423,1.56882511294429e-22,"6","CD8B"
"COX5A.2",4.34710417076047e-27,0.790001537929206,0.955,0.817,1.59108359754004e-22,"6","COX5A"
"CTSZ.6",5.93300869144079e-27,0.964848555119643,0.894,0.615,2.17154051115424e-22,"6","CTSZ"
"TRA2A.4",6.32139725315483e-27,0.920069029661226,0.93,0.793,2.3136946086272e-22,"6","TRA2A"
"COL4A4.5",8.49280724263639e-27,1.80542270960316,0.442,0.153,3.10845237887734e-22,"6","COL4A4"
"EYA2.2",9.37776690320396e-27,3.77757060936736,0.141,0.017,3.43235646424168e-22,"6","EYA2"
"RORA.4",1.16605334450409e-26,-1.58311374905758,0.422,0.733,4.2678718462194e-22,"6","RORA"
"PLPP5.4",1.19358017368022e-26,1.83829621437831,0.648,0.373,4.36862279368698e-22,"6","PLPP5"
"FES.4",1.22831724072435e-26,2.3392752095896,0.241,0.051,4.49576393277519e-22,"6","FES"
"NELL2.5",1.24003763625402e-26,-4.28501093708883,0.04,0.433,4.53866175245333e-22,"6","NELL2"
"LINC02240.4",1.29625234889432e-26,3.06255597861129,0.161,0.023,4.74441322218809e-22,"6","LINC02240"
"P2RX5.6",1.33857262655536e-26,1.31683222693809,0.809,0.502,4.89930967045526e-22,"6","P2RX5"
"RPS14.4",1.47599090172232e-26,-0.320929333763442,1,0.999,5.40227429939386e-22,"6","RPS14"
"SMARCB1.6",1.6126443261278e-26,1.09131382426914,0.859,0.678,5.90243949806037e-22,"6","SMARCB1"
"CDCA7L.6",1.72844760343521e-26,1.63180529958195,0.528,0.216,6.32629107333319e-22,"6","CDCA7L"
"SDR16C5",2.24278574766018e-26,4.5146274647901,0.085,0.005,8.20882011501101e-22,"6","SDR16C5"
"SEMA4B.6",2.64078183975257e-26,1.28005885373133,0.648,0.307,9.66552561167838e-22,"6","SEMA4B"
"HSPB1.3",2.91980993491023e-26,-1.72367090385249,0.246,0.653,1.06867963427649e-21,"6","HSPB1"
"LCP2.5",3.14297535543762e-26,-1.77698537982221,0.322,0.666,1.15036040984372e-21,"6","LCP2"
"PDE3B.4",3.8933113003011e-26,-2.23047663688545,0.221,0.604,1.42499086902321e-21,"6","PDE3B"
"ERN1.4",4.52144757077191e-26,-2.59867346933463,0.116,0.517,1.65489502537823e-21,"6","ERN1"
"CIAO2A.4",4.62723805091865e-26,1.20438328531653,0.789,0.563,1.69361539901673e-21,"6","CIAO2A"
"LYPLA1.6",4.67283889394224e-26,1.21045425809257,0.744,0.478,1.7103057635718e-21,"6","LYPLA1"
"DHRS9",5.13840836794967e-26,4.59854566696164,0.09,0.006,1.88070884675326e-21,"6","DHRS9"
"LYL1.4",5.40885027987155e-26,1.5851731018342,0.497,0.195,1.97969329093579e-21,"6","LYL1"
"SATB1.5",7.5687660054863e-26,-3.99225796182607,0.04,0.424,2.77024404566804e-21,"6","SATB1"
"SYNE2.6",8.83174462649632e-26,-1.44133537103475,0.482,0.784,3.23250685074392e-21,"6","SYNE2"
"H3F3B.5",9.75387092993891e-26,-0.576923881430874,0.995,1,3.57001429906694e-21,"6","H3F3B"
"CSK.3",9.84609336076541e-26,0.806534831395738,0.95,0.876,3.60376863097375e-21,"6","CSK"
"MAL.6",1.00751810860719e-25,-3.05457187590522,0.065,0.464,3.68761702931316e-21,"6","MAL"
"LIME1.6",1.05765716167984e-25,-1.27043515276342,0.578,0.835,3.8711309774644e-21,"6","LIME1"
"DUSP2.6",1.08755953422267e-25,-1.03674627543267,0.603,0.866,3.98057665120841e-21,"6","DUSP2"
"AC104699.1.5",1.22160433229453e-25,2.45891042731979,0.256,0.06,4.4711940166312e-21,"6","AC104699.1"
"RNF125.5",1.26804114508301e-25,-2.06488379787697,0.271,0.627,4.64115739511834e-21,"6","RNF125"
"SERINC5.6",1.73160327730239e-25,-3.47009996627894,0.06,0.446,6.33784115525446e-21,"6","SERINC5"
"WDR34.4",1.78782159350402e-25,1.65695736539197,0.432,0.154,6.54360581438407e-21,"6","WDR34"
"TMEM173.5",2.21175785900128e-25,-4.1311911105476,0.02,0.403,8.09525493973059e-21,"6","TMEM173"
"RGCC.5",3.00083197671603e-25,-1.76539308160016,0.462,0.763,1.09833451179783e-20,"6","RGCC"
"GIMAP5.3",3.17612351758236e-25,-4.55579129904431,0.02,0.398,1.16249296867032e-20,"6","GIMAP5"
"SLC25A6.5",3.20118328256171e-25,0.451150049534673,1,0.998,1.17166509325041e-20,"6","SLC25A6"
"DBNL.6",3.84370643128445e-25,0.961658121702369,0.874,0.695,1.40683499091442e-20,"6","DBNL"
"SCPEP1.3",5.01829718711978e-25,1.59829548841686,0.578,0.281,1.83674695345771e-20,"6","SCPEP1"
"TMEM154.6",5.39302257692805e-25,1.24757146726988,0.724,0.411,1.97390019338144e-20,"6","TMEM154"
"RHBDF2.5",5.81683382280651e-25,1.27167691260965,0.698,0.395,2.12901934748541e-20,"6","RHBDF2"
"SLFN5.5",6.82145583945812e-25,-3.55071953778915,0.06,0.433,2.49672105180007e-20,"6","SLFN5"
"GEMIN7.3",7.90084219943372e-25,1.59137661713631,0.558,0.251,2.89178725341474e-20,"6","GEMIN7"
"KLRK1.4",8.68632004815833e-25,-4.5320329323802,0.04,0.412,3.17928000082643e-20,"6","KLRK1"
"WDFY4.6",9.49068631080712e-25,1.08249953337993,0.744,0.396,3.47368609661852e-20,"6","WDFY4"
"R3HDM4.3",9.55555722247174e-25,0.834263383632302,0.93,0.798,3.49742949899688e-20,"6","R3HDM4"
"TESPA1.5",9.64355978995552e-25,-2.75355255339569,0.126,0.498,3.52963931872162e-20,"6","TESPA1"
"SIGLEC10.4",1.08338312746987e-24,1.44599440478658,0.497,0.188,3.96529058485247e-20,"6","SIGLEC10"
"SRSF7.5",1.08626082169174e-24,-0.735590318857729,0.92,0.983,3.97582323347393e-20,"6","SRSF7"
"PRKCA.6",1.19892708670763e-24,-2.45567594106297,0.08,0.467,4.38819303005861e-20,"6","PRKCA"
"LINC01410.3",1.25542438652605e-24,2.36916516290074,0.231,0.051,4.594978797124e-20,"6","LINC01410"
"HMGA1.4",1.2962240151415e-24,1.09907272237742,0.829,0.63,4.74430951781941e-20,"6","HMGA1"
"CERNA2",1.59439311757067e-24,4.4715565406039,0.07,0.004,5.83563824962042e-20,"6","CERNA2"
"KLF2.4",1.67096045415808e-24,-0.653870848941233,0.99,0.997,6.11588235826399e-20,"6","KLF2"
"PCK2.5",1.9926642899676e-24,1.82060469139039,0.427,0.162,7.29335056771042e-20,"6","PCK2"
"CCL5.4",2.03043989977237e-24,-3.71169878555912,0.261,0.56,7.43161307715686e-20,"6","CCL5"
"MEF2A.4",2.27419131111892e-24,1.02996324483521,0.854,0.592,8.32376761782636e-20,"6","MEF2A"
"TSPAN33.6",2.37127667212066e-24,1.38373067673836,0.623,0.315,8.67910974762884e-20,"6","TSPAN33"
"OXNAD1.5",2.78353409245756e-24,-2.46303238363842,0.131,0.506,1.01880131318039e-19,"6","OXNAD1"
"FTH1.5",2.93344564004123e-24,-0.684247057384556,1,0.999,1.07367043871149e-19,"6","FTH1"
"SLC25A5.5",3.13441778475435e-24,0.856278479089669,0.985,0.952,1.14722825339794e-19,"6","SLC25A5"
"RPS3A.3",3.53384970354597e-24,-0.291822930729001,1,1,1.29342432999486e-19,"6","RPS3A"
"FOSB.2",4.74778467779558e-24,-1.0075504689779,0.709,0.916,1.73773666991996e-19,"6","FOSB"
"CNPY3.5",5.26219719339406e-24,0.844910628029046,0.91,0.782,1.92601679475416e-19,"6","CNPY3"
"TRAT1.5",6.2677732997377e-24,-4.77506667008563,0.005,0.369,2.294067705437e-19,"6","TRAT1"
